Tweet,Suicide
Found st thomas'and waiting,Not Suicide post
RT @MrEdTrain: #NeverForget who keeps you &amp; your family safe &amp; free ðºð¸ @USMC @USARMY @USNAVY @USAF @USCG https://t.co/z21HWgPaYn,Not Suicide post
RT @MileyCyrus: Completely devestated by the fires affecting my community. I am one of the lucky ones. My animals and LOVE OF MY LIFE madeâ¦,Not Suicide post
busy day...update tonight,Not Suicide post
Michael Jackson is a sad existance of a man.. I've already met Alanis so Prince is my last hope.. Keep The Faith..,Not Suicide post
@Starrybluesky Hello back at ya and Thank you!,Not Suicide post
Ruby  ruby  ruby  ruby!!!: Just taken delivery of my new 'Beginning Ruby' book! Whoop whoop - another languag.. http://tinyurl.com/cd29ar,Not Suicide post
@JulieJoyce Sounds pretty fine to me and very pleased to hear that creepy is your cup of tea  too!,Not Suicide post
@xsophiejane malese answered my question on twitter! check it outt on malese her twitter it's about youu !,Not Suicide post
Wheat Thins and Diet Dr. Pepper = breakfast of champions...or people who wake-up late and grab the first thing they can find...,Not Suicide post
She was tired.,Not Suicide post
RT @ShorouqAD: Choose a job you Love and you will never have to work a day in your life. Happy future our amazing students,Not Suicide post
@brendonuriesays @trohman hope you guys have a safe flight,Not Suicide post
I think Iâm going to redecorate my living room but Iâm tired of moving stuff around,Potential Suicide post 
@chinewinelover ?????,Not Suicide post
@MNTNTOP  fuck this shit i want to be dead so i dont have to be here anymore https://t.co/1M6PZKhT9v,Potential Suicide post 
i have been reading about a group called dignitas in switzerland they provide assisted suicide via drugs that the member you have to become a member administers themselves anyone have any insight on americans travelling there for this purpose apparently they have helped many british and german citizens pass peacefully ,Potential Suicide post 
@ohvember Portland  OR every kid has had a tantrum today i dont want to be here i dont want to hear anymore crying i just want to go home and pet my dog,Potential Suicide post 
@horrorshock666 Oh  the puns. The bad  bad puns. I think I'll quite like the new clear sounds though x,Not Suicide post
@NPR These things are literally an everyday occurrence for my family ever since my parents came to this country. Itâ¦ https://t.co/TYCbrfobGC,Potential Suicide post 
Reminder: SR Release date set for Easter Sunday,Not Suicide post
RT @AmNotJake: I'm so fucking tired of living I'm not smart I'm not athletic I'm not attractive I'm not talented I just have this fucking tâ¦,Potential Suicide post 
work slave i really feel like my only purpose in life is to make a higher man money parents forcing me through college and i have too much on my plate i owe a lot of money i know this is the easy way out but i am really tired all of these issues are on top of dealing with tensions in america as well i want to rest,Potential Suicide post 
@vamp_queen of course!,Not Suicide post
#FreeKaavan Another year has passed and I am still alone  sad and suffering. Will I ever live with dignity? Or willâ¦ https://t.co/0oWffNaMQb,Potential Suicide post 
@crystalweb and @sallyormond (Briar Copywriting)- an awesome combination,Not Suicide post
what now so i am 17 everyone knows i want to kill myself but nobody really acknowledges it as though even if i did it it would just be inevitable and nobody would give a shit which is true and i amfucking sick its been like 3 years of suicidal thoughts but over time theyve become disgustingly close to becoming reality and i am fucking scared i just want to die you know maybe i will,Potential Suicide post 
arreeyy.. mad - o - wat..i'm wit u.. coz maine bhi.. intro hi start kiya,Not Suicide post
my life has no purpose i am broke lonely and miserable i am so my life is a sack of shit my family legitimately hate me i am poor i have some friends but dont hear from them unless i get in touch first i have been single for almost a decade generally i am ok with being single but depression grinds my world to a halt doctors dont help me nobody around me seems to understand this has gone on for 30 years i am tired cant do it any more i just want to lay down and die quietly all i want in life is to disappear,Potential Suicide post 
phillies game with becca tonight,Not Suicide post
@rq_woodward Lol I love it!!!,Not Suicide post
RT @delaneykazee: iâm so tired of living in a country that has become about taking sides. bitch can we all just love and respect each otherâ¦,Potential Suicide post 
@Valvert : have a nice day to,Not Suicide post
@Mileycyrus i love jesus too and im getting ready for school (&lt;3),Not Suicide post
Update on my phone real quick  it was in my car the whole god damn time. I really fucking hate myself. https://t.co/msTC1tVqOA,Potential Suicide post 
RT @joonswrlds: Jimin is so happy. I love him. #Jimin @BTS_twt https://t.co/e1IIA610tB,Not Suicide post
You take time to think about a date  but I want to take you out tomorrow to look at engagement rings.,Not Suicide post
is a bit happier. She found her Chanel sunglasses.,Not Suicide post
Adam Sandler before he became shit predicted my future mental state...,Potential Suicide post 
RT @skupor: Incredibly sad and poignant story about suicide https://t.co/u73vm5KVxK,Potential Suicide post 
I GOT MY BOX!!!!!!!!!!!!! i'll pick it up tomorrow  priscilla! @gilmoregirlc,Not Suicide post
RT @Maddierawrk: My brother died from depression. He also frequently exercised  had supportive friends/family  was successful in school &amp; iâ¦,Not Suicide post
RT @mkoirala: Just keep going forward  no matter what #Motivation #Success #Life,Not Suicide post
My life is way too good for me to feel so angry and miserable all the time,Potential Suicide post 
i don't wanna fucking be here anymore,Potential Suicide post 
@AngelaMaria1858 5 but my italian is basic for now,Not Suicide post
Haircut! Feeling fresh and clean,Not Suicide post
Data.gov comes to life! (even in the form of a jpeg image - all great things start like that ) http://data.gov/,Not Suicide post
unfollow me now is all in gonna talk aboutfor therestof my miserable life https://t.co/ORVRYQQKby,Potential Suicide post 
@nicolaisbombay i thought it meant you are my destiny too! cause of the song! hahaha  and yes  they're coming.,Not Suicide post
Tired of living with childish people,Potential Suicide post 
When my dog does end up passing on... my life will seriously be a tumbling downwards spiral....... thatâs my life. SHES my life.,Potential Suicide post 
just watched chris moyles quiz night from last night! alan carr is too funny! he's the best,Not Suicide post
@rustyrockets you are a big piece of the rainbow..shine big shine bright and I will see you out there Sparkle friends forever,Not Suicide post
@danielledeleasa have you had your hair cut? it looks really good,Not Suicide post
At the end of the day Iâm at this point in my life where I TRULY DO NOT GIVE A FUCK ! So if I give a fuck about youâ¦ https://t.co/KOngVi6Kgd,Potential Suicide post 
Feel lucky to work with 2 shining young stars in #Healthcare  honored by @Forbes #30Under30 today ...â¦ https://t.co/dkqUolP2RV,Not Suicide post
@dink9966 Losing those 2 guys is huge  but you gotta deal with it. Time to call up Weber for the PP &amp; Price to take some NyQuil #habs,Not Suicide post
i hate when i want to be self-pitying but my mind refuses to let me like damn I just wanna feel sorry for myself foâ¦ https://t.co/ekUgU72yA5,Potential Suicide post 
love the way skype fades music back in when a call ends... i'm so easily impressed,Not Suicide post
RT @virendersehwag: Congratulations India on beating Pakistan 3-1 in #AsiaCup2017 #INDvPAK . Thank you for the advance diwali gift @TheHock,Not Suicide post
@nicharry Tell her Simon &quot;who used to be from Tuks FM&quot; says Hi,Not Suicide post
@Richelle27 damn it have to make it a proper website one day with the help of tiff,Not Suicide post
At least its not raining today,Not Suicide post
my morning started out so bad i just want to go home and sleep forever,Potential Suicide post 
i think it was my lack of saying anything at all that was pretty stupid when i met harry. i was acting all cool andâ¦ https://t.co/lpdqwGeI8J,Potential Suicide post 
Taking son to have his braces taken of Big day in teen age boy's life!,Not Suicide post
@mattstevensloop thanks Matt  I'm glad you like it ... no algorithmic music gigs planned so far though,Not Suicide post
so like if the man I end up spending the rest of my days with aint him  I feel like im going to hate my life.,Potential Suicide post 
i hate my parents so much i want to kill myself to spite them especially my dad i almost do not want to have children because i do not want my dad to become a grandfather just like how he didnt want me to have a girlfriend or friends growing up i dont think i would even goto his funeral if he died i hate you from the bottom of my heart you only had me in order to chain down my mom you hated and ignored yelled at me since i was a little boy and now i hate you forever this hatred is killing me ,Potential Suicide post 
